6,2,-6,22,4,-11,16,-7,-16,10,-3,2,24,8,-17,2,-1,-18,-12,3,-4,14,6,-17,5,-23,8,-2,9,-19
-3,8,-13,10,-2,-31,14,15,-12,13,-8,-7,-11,23,-17,-11,-1,-20,-9,-4,-4,5,8,-28,5,12,16,5,14,7
4,1,-4,27,-4,-29,26,5,-7,20,-7,-2,7,30,-29,-12,16,-19,-11,-15,-19,9,13,-18,14,9,18,8,28,-11
10,7,4,16,-1,-25,25,-6,-23,10,-3,-12,24,27,-22,-25,16,-16,-21,-5,-18,16,26,-35,20,6,2,-10,16,-32
2,-6,-1,18,17,-20,-4,0,-9,-3,6,-5,20,2,-15,6,9,-10,7,-10,-19,5,5,2,16,2,-8,5,4,-3
-16,9,12,12,7,-13,-7,8,-6,-2,-1,-11,12,-3,-3,21,-14,-7,10,-1,-2,10,8,14,14,-15,-10,4,23,3
-3,-16,9,13,15,-29,9,12,14,11,13,-22,-7,6,-25,-1,20,-1,17,-31,-21,-30,16,-4,20,21,9,17,9,19
20,18,-7,9,-1,-17,7,-29,-21,7,-6,-15,23,21,-2,5,19,-15,-9,1,-5,15,32,-4,16,-3,-8,2,14,-20
14,10,-2,16,3,-16,15,-11,-32,-1,-6,-7,26,29,-2,-9,18,-25,-1,9,-14,22,20,-28,2,3,-10,-3,18,-25
23,19,3,15,5,-20,14,-28,-19,8,2,-18,22,20,-9,-20,25,-20,4,-7,-25,30,26,-11,17,14,3,-18,26,-14
16,20,-2,14,16,-15,14,-18,-27,19,-6,-26,16,22,-12,-10,21,-23,2,-13,-29,21,23,-21,4,8,0,-17,16,-18
17,-3,0,-1,15,-11,13,-7,-21,-10,-10,-2,17,17,-5,4,17,-4,-3,-15,-15,23,12,-16,9,6,-6,-10,11,-22
11,-1,6,11,-1,-24,22,-16,-13,5,-11,-12,19,16,-4,2,21,-12,1,-12,-3,23,22,-22,10,8,-4,-14,23,-20
14,0,-6,12,-5,-21,9,-3,-10,1,4,-21,21,11,-21,7,10,-8,0,-3,-14,7,7,-15,1,12,8,2,17,-14
2,-6,4,-6,-3,1,-6,-2,2,-2,1,-3,-3,-3,-5,0,5,1,5,-7,6,8,-2,6,0,0,-8,0,-4,1
-4,5,4,8,-4,3,-1,1,-8,-5,-2,1,-7,6,2,-4,-3,3,6,-2,-7,-1,-6,8,6,8,8,-2,-8,2
-1,-5,-4,8,-1,8,-4,3,3,8,6,1,0,-1,6,-2,1,-4,5,3,0,1,0,0,-6,-3,-3,3,3,1
3,0,1,-7,1,2,-8,5,1,2,-7,-4,4,0,8,-3,7,1,8,-2,-8,-8,-6,-2,7,-8,1,-3,8,7
-4,2,6,6,-2,-3,0,-6,5,-8,8,-5,8,-2,-7,-2,0,-7,2,0,6,-6,4,-7,8,-5,-3,3,6,2
0,0,-5,3,-8,6,2,-3,1,1,-2,8,-4,-4,0,2,-7,5,4,6,-5,6,-8,8,-8,-4,-7,4,3,5
4,4,-4,4,2,-5,3,2,6,3,-1,8,-8,8,-8,-1,-7,-2,-3,-8,3,6,-6,2,-8,-3,-1,7,6,-1
-5,6,2,-6,-2,6,-8,-4,-1,1,4,6,3,3,-4,0,6,8,5,-7,8,-8,-2,1,-3,-6,-7,8,-1,0
12,4,5,3,-19,-13,6,-11,-10,12,-1,-14,10,8,-10,2,13,-6,-18,11,2,14,10,-16,16,-5,-9,-4,14,-20
-6,-2,5,6,7,1,6,-3,2,8,-3,-3,3,1,-1,6,3,-8,-1,8,-2,-6,4,1,-1,6,-2,-8,-8,5
11,-11,5,23,18,-2,8,-19,-19,8,5,-9,25,27,-9,-2,12,0,-9,1,-10,17,11,-7,12,8,-2,-7,16,-13
22,-8,1,21,4,-31,18,-7,-24,18,-4,-17,26,31,-28,-2,26,-4,-8,-7,-22,20,22,-21,8,8,11,6,17,-24
26,-19,-3,23,15,-35,24,-20,-35,4,-4,-30,28,27,-27,15,22,-9,-1,-5,-9,13,30,-18,10,1,9,-6,14,-25
30,-9,19,39,5,-33,-9,-37,-13,-10,17,-21,4,4,-28,1,29,18,19,-8,-12,3,27,8,-8,31,9,-25,3,12
25,-15,0,37,23,-49,20,-37,-32,19,-2,-42,34,30,-39,9,37,-9,3,-5,-31,5,44,-14,17,23,-5,-12,31,-18
39,-16,21,25,16,-51,-5,-49,-5,12,4,-35,34,23,-35,-1,16,-4,-2,-4,-11,12,31,9,-5,27,9,-9,15,-15
26,-5,8,18,12,-32,-4,-26,-19,-10,4,-23,27,28,-42,16,20,-15,-14,4,-19,9,31,3,14,24,8,8,32,-15
-3,-7,20,26,34,-34,-22,4,-34,15,9,-23,42,-2,-51,36,-9,-15,9,10,-36,11,-5,17,15,2,-1,17,30,-7
15,-14,33,46,20,-9,-17,-26,-24,1,-13,-18,40,21,-61,0,20,-11,-6,9,-41,9,18,23,19,30,-1,-19,18,-12
-14,-7,21,37,28,-5,-25,3,-38,19,-15,-21,48,-2,-29,7,9,-14,0,-6,-45,18,-4,19,21,0,-16,-10,23,-19
2,-14,30,8,-2,-21,-7,-5,-18,-5,-12,-16,13,-5,-34,23,-2,-11,17,-14,-44,18,17,28,39,16,-12,-23,23,-2
3,1,8,34,11,-25,15,4,-44,-5,-18,-11,19,20,-33,26,2,-10,10,5,-22,25,22,3,39,6,-17,-22,20,-33
10,10,-14,33,5,-27,17,1,-43,-14,-16,4,-3,16,-3,21,12,1,12,1,-9,12,62,-11,30,-10,-14,4,12,-11
-10,4,-4,12,-17,-14,14,-5,-39,14,-13,-1,10,5,-5,-1,2,-37,8,4,12,11,11,-10,30,-9,-26,-8,25,-17
33,3,-4,15,-9,-20,-1,-28,-21,17,1,-14,25,21,-22,-14,13,-9,-14,25,-24,39,32,-9,15,21,-13,-24,27,-34
11,0,3,3,-5,-7,5,-11,-2,8,-7,-7,23,9,-13,-8,21,-14,-1,25,-6,32,13,-11,1,16,-2,-22,21,-25
16,12,-17,30,4,-3,6,-21,-12,17,4,-11,21,20,-4,-29,15,-25,-14,17,-3,29,9,-19,7,-1,-4,-14,17,-29
10,-15,-2,18,12,-21,1,-11,-17,15,0,-22,26,12,-22,-4,11,-7,-11,15,-15,11,15,-10,8,3,-10,-8,19,-14
18,-4,0,7,8,-15,-9,-15,-11,16,9,-23,13,11,-6,-13,27,1,-4,3,-8,-4,-5,17,6,25,13,-13,3,-7
20,-10,6,-7,-5,-2,-20,-10,3,6,8,-18,14,-16,5,-11,13,4,-9,-1,7,-1,-12,12,-10,14,16,-19,-6,13
-6,3,-5,-1,2,0,7,-3,-1,7,0,8,6,-8,8,-5,2,-2,-6,3,2,-4,4,8,3,1,-5,3,-6,-7
6,1,-7,-7,-1,7,3,3,7,5,4,-4,7,-5,-8,-4,-1,1,-6,-6,-5,3,-5,6,-8,-1,6,-5,6,5
-3,8,0,-8,8,2,-6,-7,2,-6,3,-2,5,-2,-6,5,4,-5,7,-3,-4,3,-2,4,4,-6,7,-9,3,1
2,-7,8,-4,-7,3,3,6,-1,2,-6,6,-6,-2,3,7,1,7,-6,-9,0,-3,-3,-6,0,8,-6,2,-4,-5
7,2,-8,0,-6,-5,10,-12,-16,-3,-8,-11,14,11,-2,6,8,6,-4,4,-12,11,15,-13,19,9,8,-10,16,-12
-4,-4,0,1,5,5,-5,-4,3,0,2,7,-2,5,7,-6,-2,1,8,2,-1,-4,3,8,2,3,-4,-2,1,5
4,-2,3,3,-3,0,-9,-1,-1,-7,5,6,5,-8,-4,-3,2,-1,7,-3,2,7,0,-3,6,5,4,-6,8,-3
4,14,21,10,-9,1,-4,13,18,-15,12,20,1,-17,-14,1,-10,-4,10,13,-4,0,-4,10,-15,4,3,-3,10,-16
27,7,9,13,4,-18,2,-8,-16,-14,-7,-1,22,20,-17,-12,5,-1,-2,7,-4,22,26,12,3,-1,-14,-7,31,-15
34,-6,13,30,0,-15,-5,-24,-12,-4,8,-20,40,22,-36,-20,2,5,-4,8,-11,19,30,6,-1,23,-12,-9,19,-10
4,16,27,-4,-22,-32,-6,6,-5,-8,17,-4,5,0,-44,6,-11,22,27,-16,-22,5,30,9,-2,47,3,-11,26,-2
18,-17,12,12,-8,-61,1,-11,-33,-4,19,-14,24,29,-46,-2,19,24,18,-13,-20,-8,40,10,-6,22,23,-11,3,-17
22,-18,2,15,-7,-43,-15,-12,-11,-4,28,-7,16,6,-40,-4,-2,12,22,-4,-33,-3,40,22,4,14,6,-35,7,-17
8,-14,31,-17,-3,-49,-13,-11,11,17,20,-4,17,19,-63,3,6,-9,1,10,-13,-12,26,8,-17,32,28,-19,11,-8
16,-18,25,-16,1,-48,-19,6,-7,-9,20,-3,12,15,-56,31,-12,-9,31,-3,-36,-7,24,12,10,27,14,-19,22,-15
3,-27,24,-3,-5,-35,-10,0,-37,-6,17,2,2,19,-61,10,1,-14,28,-7,-62,6,27,1,29,18,5,-16,17,-20
-10,-18,38,-26,-3,-15,-7,11,3,-12,16,-1,-10,10,-42,3,-13,-16,3,7,-20,0,9,1,28,27,19,-18,11,1
-3,-4,26,8,-4,-31,-7,-2,-27,-3,5,-4,-11,19,-31,4,7,-29,13,-3,-35,6,20,2,30,13,12,-29,15,-6
1,-2,33,16,-1,-13,-9,3,-3,-10,-3,-5,-5,6,-2,-17,-2,-36,7,5,-27,3,6,17,26,4,2,-30,-3,15
19,-14,21,-6,-24,-7,3,8,5,-30,-13,-5,-3,9,3,6,6,-25,-1,-16,-23,1,27,13,23,7,-5,-26,4,11
23,-4,12,-3,-23,-25,11,3,-1,-19,-19,9,5,20,7,-4,-6,-12,4,-11,-10,17,23,4,16,-5,-13,-27,3,-5
-6,-3,-5,11,-23,14,19,1,-11,-4,-21,1,-4,13,10,-5,-12,3,14,-16,0,8,16,1,23,13,-8,-34,34,-21
-4,9,3,8,-22,2,13,9,-17,-14,-7,18,4,13,-5,1,-9,-6,16,-12,-10,5,21,-6,19,12,-21,-46,26,-9
-2,-7,-28,-26,-23,34,21,5,-39,-5,-12,-3,4,18,10,-3,22,-7,11,-9,11,7,31,-26,12,-3,-34,-8,1,3
15,-1,-28,-20,-13,15,19,-3,-32,5,-7,-3,3,18,10,2,12,10,-6,4,7,7,22,-32,10,-21,-16,0,-2,-6
3,2,-39,1,13,-2,10,-7,-19,0,18,8,0,22,-25,-18,3,-6,0,-1,6,14,22,-26,-3,-14,-16,-3,2,-8
6,-13,-29,-17,-8,-25,5,-5,-13,5,5,-2,13,14,-17,-22,6,-7,-12,-11,-23,-1,40,-8,26,13,1,-8,27,-16
-15,10,9,5,-16,-11,4,7,0,-20,9,6,-16,-15,0,7,-7,20,22,-23,-6,-26,6,6,12,-5,16,-4,-9,17
3,-7,0,-5,-2,8,-5,-8,8,-2,-7,6,-5,-3,2,5,-5,4,-2,1,-7,4,3,-3,8,-1,4,1,7,-8
-2,-7,-8,0,7,4,-6,-7,6,7,-1,3,-7,-4,6,7,-5,7,-2,8,5,-2,7,-7,5,7,5,8,8,-4
-6,-6,-4,-4,6,-5,1,6,-4,-4,-2,-1,-2,-2,1,-4,5,4,5,-1,1,-5,0,-3,-2,-4,4,1,-1,-5
2,-5,7,-4,-1,-1,-4,0,1,-4,2,1,-1,8,-5,-6,-6,3,-2,-4,-3,-2,3,4,6,3,-4,5,-3,0
-1,7,7,9,-4,3,-7,-6,-5,-6,5,-7,1,-1,-2,3,-7,5,0,-3,8,-4,7,-4,0,0,6,-4,1,-7
0,-6,4,4,8,6,7,-5,1,-6,-8,-1,-5,5,-6,-4,6,-6,-4,-1,-5,-6,4,-8,3,6,-3,7,3,-6
13,1,-2,9,-27,-5,13,4,5,-9,-1,12,-8,1,8,-1,-11,-18,-4,21,0,-23,22,2,-3,17,-5,0,25,-6
-6,12,10,-16,6,-12,-26,-2,5,6,15,2,11,-11,9,-20,-6,25,13,15,-5,-21,10,30,-26,8,10,-10,13,-25
10,-9,21,-6,16,-11,-32,-17,3,-3,19,-12,25,-5,-14,-18,2,15,15,11,-19,7,-6,23,-28,13,0,-17,9,3
5,2,3,-19,-12,-8,2,-8,-6,-6,27,0,6,12,-22,-26,3,-8,14,3,-22,5,16,3,-8,10,-10,-9,12,-1
-5,-1,9,5,-7,-15,-10,0,5,7,15,6,15,3,-11,-9,-8,1,11,1,-34,-6,18,10,-7,8,7,-39,12,-7
-9,-19,16,21,9,-15,-11,-10,9,25,40,-14,5,11,-31,-34,0,-4,30,1,-17,-7,18,7,3,7,11,-11,5,3
-4,-14,18,5,0,-24,-15,0,-1,8,34,-6,1,11,-21,-30,3,13,31,2,-19,-7,22,18,-3,18,9,-29,-3,3
-15,-12,1,-24,-17,-3,-5,14,5,5,17,12,-3,18,-16,-11,-12,-8,19,-5,-6,-21,15,3,-5,7,7,-19,1,0
4,-19,4,-12,3,-6,-7,0,4,-16,35,-4,10,10,4,-3,5,-3,17,3,-10,-17,15,7,-5,15,2,-15,4,2
-17,-13,5,-10,16,0,-22,4,-12,8,15,-2,10,12,-16,5,9,-4,14,14,-12,-3,2,22,5,-3,-2,-17,11,3
-16,-3,20,-12,-5,2,-11,1,-22,-4,27,-2,1,18,-25,5,2,-13,15,3,-19,-6,8,15,12,-5,3,-16,-8,21
-19,0,18,-14,-9,0,-11,12,-8,1,13,10,1,10,-14,-3,11,-9,14,-4,-17,-3,9,12,23,0,4,-15,5,21
-5,2,31,9,-11,18,-13,1,-16,-2,-1,6,-5,13,12,-25,14,-7,23,4,-6,15,5,23,13,-9,-13,-14,-4,21
1,2,26,13,-13,7,11,9,-10,-1,3,-6,-7,29,1,-29,15,-17,8,-10,-14,11,8,9,15,-2,-2,-5,9,32
5,-2,26,10,-24,-8,10,10,-4,-5,12,6,-6,3,0,-15,9,-14,26,-10,-10,7,9,7,11,-19,-5,-12,-10,20
-15,-3,12,9,-20,10,-1,-1,-8,8,0,6,-9,17,13,-21,1,-8,13,-5,-22,7,12,10,-1,0,-4,-8,-6,3
-12,-5,4,-7,-14,18,-1,-1,-9,12,-14,-3,7,14,4,-21,4,1,7,5,-18,6,6,10,-6,-2,-16,0,-6,11
-17,10,-20,-7,-33,38,16,9,-9,-3,-15,8,-11,13,12,-14,4,6,9,-2,3,-13,17,-24,19,10,-29,-2,2,8
-14,1,-11,-14,-36,36,15,-6,-4,5,-21,-8,-2,15,3,-10,4,7,2,5,-3,2,9,-18,18,3,-32,1,0,-1
-5,5,-36,-17,-13,22,27,2,-24,-1,-6,1,14,13,4,-7,-4,10,-5,2,2,4,12,-16,6,-6,-39,0,13,-3
-2,6,-44,-35,-8,37,11,11,-19,-28,-8,30,-8,13,8,-4,-4,3,7,-5,21,-23,22,-20,-7,0,-41,9,-8,20
9,-5,-16,3,1,10,-6,10,-22,-17,-8,4,-3,-1,-4,-11,2,11,11,-7,12,-21,18,-7,10,9,-15,1,-20,17
-8,18,15,6,17,10,-12,14,1,-3,4,10,-13,2,0,-4,-5,15,8,0,8,0,5,6,7,-18,-1,18,-7,24
2,2,-2,2,3,-4,3,-3,6,-8,6,-3,8,6,1,8,-7,-4,-5,6,5,-8,-3,2,-4,7,-7,-5,-2,-6
3,3,0,-8,-6,-8,4,-6,0,5,-8,8,5,2,1,8,-6,2,0,-7,5,7,-4,6,-8,3,6,1,4,-1
3,7,-3,6,-7,-8,4,-3,0,-3,-1,7,-7,3,4,-5,-4,3,-5,2,4,5,-5,-6,-3,8,-8,3,8,8
-2,4,8,-4,7,-6,8,-4,6,9,4,-8,0,4,8,-7,7,-4,-8,3,-4,5,-5,-4,0,-8,6,-5,-1,3
-2,17,5,-28,-20,-23,-16,8,13,-9,7,10,-17,-12,6,3,-7,-7,18,23,-6,-8,16,7,-7,9,5,-5,13,-8
35,-12,-8,10,10,-21,-18,-8,11,6,4,-11,21,-2,-29,-15,-7,22,4,7,-16,7,18,26,-29,10,11,-16,10,-11
-3,7,-7,22,18,3,-22,21,10,-4,-8,5,15,-37,18,-13,-32,19,4,21,-13,-5,-29,27,-11,-4,0,-6,10,-34
-11,6,-5,8,-2,-5,7,-2,-1,16,2,4,16,-9,5,-35,-9,18,-14,20,-31,4,-10,6,4,14,-5,-23,20,-28
-5,0,0,10,8,7,-14,-2,13,4,10,5,6,-5,11,-15,-15,-6,-2,22,-24,-4,-1,21,-10,9,4,-17,3,-8
1,-11,-10,15,4,6,5,-1,6,12,22,-3,-13,1,10,-19,-8,-4,-9,12,-13,-18,5,-1,8,-5,4,-27,-1,-2
-4,-17,-5,12,-3,14,9,3,3,3,18,-1,-4,-10,13,-29,-9,-2,5,8,-9,-20,7,14,-8,-17,8,-22,5,-13
-9,-13,10,-3,2,5,4,-9,5,10,13,2,-7,13,5,-15,2,1,0,-1,-5,-16,12,2,9,-8,15,-27,16,-2
2,-26,2,-10,10,-1,21,11,6,-24,27,4,-10,6,-2,-16,18,-8,4,-11,6,-25,10,11,-3,-2,-1,-8,-7,13
0,-20,-4,-2,1,1,0,0,6,-11,27,5,-2,5,4,-21,7,1,10,10,9,-13,5,12,-13,3,-2,-4,0,5
0,-2,7,2,-6,-16,-6,3,4,-25,33,4,9,20,-23,-26,8,3,5,-2,2,-7,-3,5,9,-10,-7,1,8,3
0,2,13,-2,-10,4,2,7,1,-1,24,2,12,13,-18,-36,14,0,2,3,5,-2,-10,6,9,4,-10,-2,7,9
-6,10,10,-1,4,-13,0,11,-1,-15,18,3,0,13,-9,-26,0,-6,0,7,1,-4,-5,15,4,1,-4,-2,10,10
-3,6,8,3,-6,-9,0,-3,-2,-2,15,-1,5,2,10,-27,5,9,10,-3,2,-3,5,10,5,0,-1,-17,9,24
-3,8,18,6,-28,5,2,0,8,11,11,-3,0,7,4,-27,5,-9,2,-9,-8,-8,13,0,6,-3,1,1,-2,13
-4,-5,12,-9,-24,6,-4,-7,12,13,8,-2,13,17,-6,-29,16,-10,3,-17,-10,10,12,-4,14,3,2,-6,-6,3
6,13,12,4,-21,-1,1,0,11,13,2,7,9,10,-4,-30,3,-15,8,1,-8,13,25,6,11,-6,-14,-8,-11,17
-9,-7,-3,-7,-21,-5,2,2,-5,14,9,2,1,19,-7,-15,-2,3,10,-12,-7,0,13,13,19,10,-3,2,3,16
-2,3,0,-6,-13,-6,9,8,-16,3,-7,-12,16,2,-16,-20,10,16,16,0,-20,4,10,-3,15,1,2,0,-9,-1
-17,-1,2,-12,-8,8,3,-7,-5,9,-13,0,13,2,3,0,-7,21,13,-2,-7,-8,23,7,12,8,-10,-3,12,12
-21,1,3,-20,-7,25,16,-4,-10,1,-30,-2,-2,-1,5,9,6,11,9,5,8,-5,22,1,13,19,-14,1,7,6
1,12,-25,12,12,19,3,-14,-18,12,-27,-2,11,24,-13,-14,17,0,5,18,3,0,13,-11,-5,3,-25,16,-2,-13
4,-3,-26,10,2,14,5,15,1,-14,16,19,-10,13,5,-11,-5,-2,16,0,-8,-27,31,-11,27,5,6,19,-19,18
-4,7,-18,-24,9,-12,11,-5,-14,3,10,-2,14,11,-17,2,15,-8,-1,1,-3,14,28,-11,11,10,-21,2,-6,-7
6,2,-8,-6,3,3,1,6,-1,8,-3,-1,-8,1,-6,2,-5,1,7,-4,-5,-4,7,8,3,3,-2,2,-7,-4
-1,4,6,4,6,3,8,-8,-3,-5,0,6,3,2,-6,-3,2,3,-6,3,-7,-6,6,-8,0,0,5,7,4,1
-5,6,4,-5,-7,6,-2,8,5,5,-5,-3,0,0,6,0,6,6,-6,-5,8,-2,-5,-8,1,-8,-2,3,8,-9
7,6,-5,-5,-11,-4,22,14,18,-11,-12,22,-28,4,22,12,-3,-13,0,23,12,2,4,7,11,-7,-16,0,-8,-12
5,13,9,-2,-4,-9,-23,-8,19,2,-5,3,12,-19,1,8,-20,12,8,18,-16,-5,-7,30,-20,15,19,-10,8,-16
20,4,-1,-17,-13,-2,-17,9,20,-10,-8,7,-6,-10,-3,-19,-9,11,-1,23,-14,-13,26,11,-4,21,5,-10,27,-18
-18,-8,-4,18,-21,28,-1,-12,-6,10,-11,1,-11,-10,22,-31,-4,12,2,9,-18,-15,-6,12,8,8,14,-15,7,-7
-5,-5,-9,9,-12,29,-5,1,21,0,6,2,-18,-12,21,-4,-15,27,9,12,-34,-17,-7,16,-16,3,23,-31,-4,-7
8,-12,-8,7,13,5,9,-8,14,13,-9,0,-6,-4,-4,-9,10,1,-1,6,-16,5,13,12,5,-4,9,-31,-1,-4
2,-7,-6,8,18,5,7,2,8,-8,8,12,-18,-5,17,-12,-5,0,-6,5,-9,-12,12,3,0,-10,6,-32,-1,3
8,-5,9,-1,18,20,5,-11,3,-7,0,2,-2,-4,8,-12,-2,13,2,-5,-13,-19,15,6,-7,-1,9,-33,-1,-5
5,-10,2,-5,-1,6,4,8,9,-2,17,2,-7,1,6,-6,-1,17,10,2,-8,-28,-5,0,-5,-27,12,-28,0,-6
7,-13,12,11,4,-17,11,15,2,-9,13,6,-6,3,13,-5,9,13,8,0,9,-12,1,-7,-9,-5,-5,-12,3,-3
5,-15,2,13,2,-5,14,13,9,-24,14,6,-9,1,2,-20,14,0,10,-1,9,-19,-2,-5,7,-9,-1,-1,20,8
13,1,9,-2,9,-17,8,15,13,-25,26,10,6,-13,-11,-18,13,3,5,-9,-3,-14,0,6,-1,-8,2,-6,17,7
13,-10,10,-11,13,-26,6,13,17,-31,29,5,9,-11,-9,-7,7,6,12,-20,12,-8,5,-3,10,-4,5,8,11,10
11,-3,8,-7,-4,-17,12,17,11,-12,43,11,1,-11,-7,-14,9,10,0,-3,3,1,2,7,8,2,-10,-3,7,7
2,7,15,-2,1,-30,4,3,7,-3,29,11,11,-16,-10,-10,-1,4,8,-15,5,5,4,-2,1,3,-10,-5,-1,-1
2,-3,14,4,9,-8,18,8,7,6,41,16,8,3,6,-10,9,10,-6,0,0,5,8,-4,5,2,-9,6,-10,-8
0,-3,18,-9,-6,-18,8,11,10,17,35,16,10,-14,-8,-3,0,-1,8,-14,3,7,-1,10,5,0,7,-4,-13,-11
3,0,17,-2,-25,-1,11,6,5,5,16,7,7,1,1,-14,0,3,12,-8,2,1,11,-5,14,-14,1,7,-21,4
-4,4,3,0,-22,3,10,12,10,3,6,1,2,-3,2,-18,-4,6,7,-8,17,12,12,-1,21,-17,1,4,-27,2
